match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
1273727,INDIA v PAK,INDIA,PAK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,PAK,2,Babar Azam,Babar Azam,68,52,87,6,2,130.76,TRUE,TRUE,{},,not out,,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BAN,1,Mohammad Naim,Mohammad Naim,62,52,84,6,0,119.23,FALSE,FALSE,"{'wickets': 3, 'runs': 129}",16.1,c &amp; b B Fernando,bangs it in the middle of the pitch. Naim goes for the pull but can only top-edge it straight up. Binura moves under it and completes the catch near short midwicket region,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BAN,1,Liton Das,Liton Das,16,16,33,2,0,100,FALSE,FALSE,"{'wickets': 1, 'runs': 40}",5.5,c Shanaka b Kumara,"Liton tries to get a bit too creative and pays the price. <b>And now some spicy exchange after the catch at mid-off! </b> Kumara and Liton have to be separated as Liton was walking off. Naim comes from behind and pushes Kumara to get away from Liton. <b>The umpires have to hustle forward as the players continue making physical contact, pushing, shoving and trash-talking. The NBA/NFL comes to the T20 World Cup!</b> As for the wicket itself, Liton backed away from leg trying to drive a full ball over the ring but picked out mid-off at head height. That's a footnote in the sequence now that. We may have a lengthy match referee report after play.",
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BAN,1,Shakib Al Hasan,Shakib Al Hasan,10,7,10,2,0,142.85,FALSE,FALSE,"{'wickets': 2, 'runs': 56}",7.4, b Karunaratne,backs away from leg trying to flick over the leg side but Karunaratne bowls the perfect delivery clipping the top of leg stump. He sprints away into the covers making 100% sure to not be anywhere near Shakib after the unsavory incident following the first wicket.,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BAN,1,Mushfiqur Rahim,Mushfiqur Rahim,57,37,64,5,2,154.05,FALSE,TRUE,{},,not out,,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BAN,1,Afif Hossain,Afif Hossain,7,6,14,1,0,116.66,FALSE,FALSE,"{'wickets': 4, 'runs': 150}",18.3,run out (Kumara),"<b>that looks out</b>. Good work from Kumara to field it in his follow-through and hit the stumps direct to find the batter short. They are checking upstairs and yes, Afif was way short of his crease. A yorker this time on the leg stump, Afif look to jam his bat at it but think it hit his pads and rolled towards the bowler who charged towards it and nailed the direct hit",
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BAN,1,Mahmudullah,Mahmudullah,10,5,9,2,0,200,TRUE,TRUE,{},,not out,,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SL,2,MDKJ Perera,Kusal Perera,1,3,5,0,0,33.33,FALSE,FALSE,"{'wickets': 1, 'runs': 2}",0.4, b Nasum Ahmed,darts this in flatter and quicker at 100 kph on fourth stump and skids on to beat the slog sweep! Clever change of pace by Nasun and he sets off sprinting to third man in an animated celebration for his first wicket of the T20 World Cup in his first match of the tournament.,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SL,2,P Nissanka,Pathum Nissanka,24,21,37,1,1,114.28,FALSE,FALSE,"{'wickets': 2, 'runs': 71}",8.1, b Shakib Al Hasan,who else breaks the partnership but the all-time leader in T20Is?! Flighted full on fourth stump and skids on to beat the sweep. He gave it a little more air this time and threw off Nissanka's timing on the shot. All that experience showing off there by Shakib.,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SL,2,KIC Asalanka,Charith Asalanka,80,49,92,5,5,163.26,FALSE,TRUE,{},,not out,,
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SL,2,WIA Fernando,Avishka Fernando,0,3,2,0,0,0,FALSE,FALSE,"{'wickets': 3, 'runs': 71}",8.4, b Shakib Al Hasan,"goodness what a momentum swing! To be fair this was an innocuous straight ball that Avishka made look far more challenging than it was. Flighted full on middle and off, Avishka plays around a straight ball that continues on to middle and leg. Another arm ball, or was it just a stock delivery that didn't turn. Either way, that just needed a straight bat but instead Avishka gets too ambitious. Bangladesh won't care though.",
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SL,2,PWH de Silva,Wanindu Hasaranga de Silva,6,5,7,1,0,120,FALSE,FALSE,"{'wickets': 4, 'runs': 79}",9.4,c Mohammad Naim b Mohammad Saifuddin,"slower ball lands full on the stumps, skies a drive trying to clear midwicket but he's through the shot early on a 112 kph delivery and skies this high to the man coming in off the rope. Too easy for Naim holding on to the chance 15 yards in from the rope.",
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SL,2,PBB Rajapaksa,Bhanuka Rajapaksa,53,31,45,3,3,170.96,FALSE,FALSE,"{'wickets': 5, 'runs': 165}",18.2, b Nasum Ahmed,"<b>bowled 'im!</b> Backs away early and exposes his stumps, allowing the bowler slow it down. Goes for the cut but fails to connect and the ball clatters into the stumps",
1273726,BAN v SL,BAN,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,SL,2,MD Shanaka,Dasun Shanaka,1,1,2,0,0,100,TRUE,TRUE,{},,not out,,
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,LMP Simmons,Lendl Simmons,3,7,13,0,0,42.85,FALSE,FALSE,"{'wickets': 2, 'runs': 9}",2.2,c Livingstone b Ali,"down the track now to the flighted ball on off stump, and he picks out the fielder in the deep! Looks to hit with the turn, and he connects well, but he ends up hitting it straight to the man at deep midwicket, who takes it with both hands in front of his chest",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,E Lewis,Evin Lewis,6,5,8,0,1,120,FALSE,FALSE,"{'wickets': 1, 'runs': 8}",1.3,c Ali b Woakes,"oh wow, what a terrific catch that is! Moeen Ali, stunning. Turns around at mid-off, runs towards the boundary with the ball descending from over his right shoulder. Has to reach for the ball in the end, but he keeps his balance and takes it on the sprint. A change of pace from Woakes, bowled it fuller while angling it across the stumps, and it left Lewis like an offcutter and caused him to skew it high off the outside half of the bat while looking to go over the bowler's head",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,CH Gayle,Chris Gayle,13,13,22,3,0,100,FALSE,FALSE,"{'wickets': 4, 'runs': 31}",5.6,c Malan b Mills,"England's catching has been outstanding today, and now it's Malan at midwicket, on the edge of the circle. He tracks to his right and then dives to take it with both nands reverse-cupped. Mills' extra pace does the trick here. Good short ball, getting up around Gayle's back shoulder, and he's late on the pull. Ends up hitting it much straighter than he probably intended, and off the high part of the bat, into the air",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,SO Hetmyer,Shimron Hetmyer,9,9,10,2,0,100,FALSE,FALSE,"{'wickets': 3, 'runs': 27}",4.4,c Morgan b Ali,"gone, picked the wrong length for that shot, and Moeen has two! Flat one sliding on with the arm into the stumps, and Hetmyer, opening up at the hip, is cramped for room on the pull. It isn't short enough either, and he ends up flat-batting it to Morgan at mid-on, stationed right on the edge of the 30-yard circle",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,DJ Bravo,Dwayne Bravo,5,5,13,1,0,100,FALSE,FALSE,"{'wickets': 5, 'runs': 37}",7.2,c Bairstow b Jordan,"everything's going England's way here. Jordan goes short and wide again, and Bravo unfurls another whirling cut, but this time he hits it straight to the man at backward point, at catching height. Wow. Replay shows it's just about catching height. Bends low to pick it up inches off the ground, with both hands",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,N Pooran,Nicholas Pooran,1,9,18,0,0,11.11,FALSE,FALSE,"{'wickets': 6, 'runs': 42}",8.5,c &dagger;Buttler b Mills,"got him, West Indies are six down. Full outside off, inviting the big cover drive, and Pooran goes for it and nicks it through to Buttler. It just feels like a day when nothing will go their way. Snatched at that shot a little, but it was there to be driven in this format",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,KA Pollard,Kieron Pollard,6,14,29,0,0,42.85,TRUE,FALSE,"{'wickets': 8, 'runs': 49}",12.1,c Bairstow b Rashid,"<b>oh my, another one holes out!</b> Polly wants a crack here but he's picked the wrong ball, and he sends it hard and flat into the grateful gullet of Bairstow at long-on! Rashid again strikes with the first delivery of his over, West Indies threatening to blow themselves out with plenty unbowled",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,AD Russell,Andre Russell,0,2,10,0,0,0,FALSE,FALSE,"{'wickets': 7, 'runs': 44}",10.1, b Rashid,"<b>bowls him through the gate!</b> Things get worse for West Indies, Russell gone second ball! Rashid into the attack and amongst 'em immediately - looks like a superbly executed slider, drifting in and then skidding on as Russell looked to defend. He left a gap and the ball snuck through, straight into middle stump. West Indies looking thoroughly rattled out there",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,AJ Hosein,Akeal Hosein,6,13,21,0,0,46.15,FALSE,TRUE,{},,not out,,
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,OC McCoy,Obed McCoy,0,1,2,0,0,0,FALSE,FALSE,"{'wickets': 9, 'runs': 49}",12.2,c Roy b Rashid,"<b>tossed up, and tossed away! Picks out long-on first ball!</b> West Indies are swinging like a rusty gate, McCoy gone for a golden duck. Absolutely disastrous shot choice, with his team right in the mire. Rashid simply strolling up and accepting candy",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,WI,1,R Rampaul,Ravi Rampaul,3,8,10,0,0,37.5,FALSE,FALSE,"{'wickets': 10, 'runs': 55}",14.2, b Rashid,"<b>dirty heave and Rampaul is castled!</b> West Indies have Wile E Coyote-d themselves into oblivion in their World Cup opener, bowled out for just 55 inside 15 overs! Rashid pockets his fourth with a legbreak that dips and spins to hit the woodwork as Rampaul swings like a barn door in a gale. England's spinner was held back until halfway but ends up with figures of FOUR for TWO",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,ENG,2,JJ Roy,Jason Roy,11,10,17,0,1,110,FALSE,FALSE,"{'wickets': 1, 'runs': 21}",3.1,c Gayle b Rampaul,"<b>flipped straight to midwicket!</b> West Indies have the breakthrough... Just a touch of pace off from Rampaul, cutting his fingers down the side and Roy was through his flick early, could only pop a head-height catch to Gayle",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,ENG,2,JC Buttler,Jos Buttler,24,22,50,3,0,109.09,FALSE,TRUE,{},,not out,,
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,ENG,2,JM Bairstow,Jonny Bairstow,9,6,7,2,0,150,FALSE,FALSE,"{'wickets': 2, 'runs': 30}",4.1,c &amp; b Hosein,"<b>jabbed back to the bowler!</b> Angled in flat, no turn from the arm ball, Bairstow was looking to clip it for one and got a thickish inside edge - it almost didn't carry but Hosein got down well to take a low catch to his right. Is there a wobble in this chase after all?",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,ENG,2,MM Ali,Moeen Ali,3,4,7,0,0,75,FALSE,FALSE,"{'wickets': 3, 'runs': 36}",5.2,run out (Lewis/McCoy),"<b>mix-up and Moeen is a long way from home</b>... Buttler declined the run with his partner three-quarters of the way down and although McCoy had to collect the throw from short third and relay it into the stumps, Moeen looks short. Yes, gone! Tried to scramble back but isn't quick enough and England lose their third in the Powerplay (and you all know what that stat means)",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,ENG,2,LS Livingstone,Liam Livingstone,1,2,9,0,0,50,FALSE,FALSE,"{'wickets': 4, 'runs': 39}",6.1,c &amp; b Hosein,"<b>Hosein takes a stunner!</b> Leading edge from Livingstone, but it was travelling... only for Hosein to leap across and snag the ball one-handed to his left. There's some discussion between the umpires, Aleem Dar wants to be sure that Hosein didn't ground the ball as he came down - but the <b>soft signal is out</b>. Chris Brown, the TV umpire, is taking several looks at this, but he's eventually satisfied. Don't think you could <i>prove</i> his fingers weren't underneath the ball as he put his hand down",
1273725,ENG v WI,ENG,WI,Dubai International Cricket Stadium,Dubai,United Arab Emirates,ENG,2,EJG Morgan,Eoin Morgan,7,7,10,1,0,100,TRUE,TRUE,{},,not out,,
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,T Bavuma,Temba Bavuma,12,7,9,2,0,171.42,TRUE,FALSE,"{'wickets': 1, 'runs': 13}",1.3, b Maxwell,"<strong>through him!</strong> Maxwell strikes. Pushed through a touch quicker, but think he's basically missed a straight one. It did turn a little, very awkward position Bavuma got himself in",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,Q de Kock,Quinton de Kock,7,12,21,1,0,58.33,FALSE,FALSE,"{'wickets': 3, 'runs': 23}",4.1, b Hazlewood,"<strong>he's played it on! What a way to go</strong>. He moved across well outside off stump to scoop a back-of-a-length delivery, plays it into his thigh pad, it bounces into the crease and the backspin takes it into the stumps. Blimey, de Kock will feel a bit hard done by there. One of the more curious 'bowled' dismissals you'll see",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,HE van der Dussen,Rassie van der Dussen,2,3,5,0,0,66.66,FALSE,FALSE,"{'wickets': 2, 'runs': 16}",2.1,c &dagger;Wade b Hazlewood,"<strong>edged, caught behind!</strong> He strikes first ball. Lovely delivery, in the channel outside off, a Test-match length, van der Dussen pushing off the back foot and it's through to Wade",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,AK Markram,Aiden Markram,40,36,74,3,1,111.11,FALSE,FALSE,"{'wickets': 8, 'runs': 98}",17.1,c Maxwell b Starc,"<b>one goes Starc's way at last!</b> This will feel good. He's around the wicket, looking to fire in the yorker. Misses out marginally - it's headed down leg and is at driving length. Markram wants to use his pace and angle to chip this between deep midwicket and long-on, but he's managed to find the former with precision. Looked good but he's fallen short of batting through the innings",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,H Klaasen,Heinrich Klaasen,13,13,19,2,0,100,FALSE,FALSE,"{'wickets': 4, 'runs': 46}",7.6,c Smith b Cummins,"<strong>taken at backward point!</strong> Full at off stump, he's aiming to the leg side, the bat face closes, takes a leading edge and is well taken diving forward",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,DA Miller,David Miller,16,18,27,0,0,88.88,FALSE,FALSE,"{'wickets': 5, 'runs': 80}",13.3,lbw b Zampa,"<b>lbw looks plumb and is given, but Miller reviews immediately.</b> Has he got bat on that or is he counting on it pitching outside leg? Remember, Zampa is over the wicket to him. He's been struck in front of the stumps trying to sweep a full ball from middle stump. <b>No bat on it says third umpire, and that is a slider from Zampa.</b> Not a legbreak. So it's gone on straight from a leg stump line and caught Miller's bent back leg on the thigh, right in front of middle stump, which would have been knocked back if the leg wasn't in the way. Plumb.",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,D Pretorius,Dwaine Pretorius,1,2,4,0,0,50,FALSE,FALSE,"{'wickets': 6, 'runs': 82}",13.6,c &dagger;Wade b Zampa,"<b>got him!</b> Pretorius looking to cut again, but unlike the last one, this is a climbing legbreak at pace just outside off. You'd argue it's still too close to cut. He's had a hurried flap at it and got a decent amount of outside edge on it. Neat grab from Wade",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,KA Maharaj,Keshav Maharaj,0,2,5,0,0,0,FALSE,FALSE,"{'wickets': 7, 'runs': 83}",14.3,run out (Maxwell/&dagger;Wade),"<b>oh dear, this is turning into an embarrassing first day for South Africa.</b> Short of a length ball just outside off, he stabs it towards point who has a shy at the non-striker's stumps and misses. Maharaj wants the overthrow but Markram's got his back turned on him as he was stretching to get back from the previous throw. Maharaj has hared down already and then slips as he looks to turn back. The throw is very wide at the striker's end but Maharaj's recovery time means Wade can hold it to his right, turn to his left and take aim, before diving to the stumps to break them well before Maharaj can come close",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,K Rabada,Kagiso Rabada,19,23,30,1,1,82.6,FALSE,TRUE,{},,not out,,
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,A Nortje,Anrich Nortje,2,3,14,0,0,66.66,FALSE,FALSE,"{'wickets': 9, 'runs': 115}",19.4,c Finch b Starc,"<b>easy grab at extra cover.</b> Full and at the stumps from around the wicket, closes the face and gets a leading edge for Finch to grab",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SA,1,T Shamsi,Tabraiz Shamsi,0,1,3,0,0,0,FALSE,TRUE,{},,not out,,
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,AUS,2,DA Warner,David Warner,14,15,9,3,0,93.33,FALSE,FALSE,"{'wickets': 2, 'runs': 20}",4.3,c Klaasen b Rabada,"<strong>well caught!</strong> The gamble pays off to keep Rababa on. Full outside off, Warner goes for the drive but slices the shot and can't keep it down or get it wide of the fielder at backward point",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,AUS,2,AJ Finch,Aaron Finch,0,5,22,0,0,0,TRUE,FALSE,"{'wickets': 1, 'runs': 4}",1.5,c Rabada b Nortje,"<strong>taken at third man!</strong> Wide outside off, Finch threw everything into a drive, it skewed off the top edge and was neatly taken as Rabada moved to his left",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,AUS,2,MR Marsh,Mitchell Marsh,11,17,26,1,0,64.7,FALSE,FALSE,"{'wickets': 3, 'runs': 38}",7.5,c van der Dussen b Maharaj,"<strong>taken at deep midwicket! </strong>A full delivery, angling into the pads, Marsh opted for the leg side and tried to clear deep midwicket but it came off the bottom of the bat",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,AUS,2,SPD Smith,Steven Smith,35,34,46,3,0,102.94,FALSE,FALSE,"{'wickets': 4, 'runs': 80}",14.5,c Markram b Nortje,"<b>sensational work from Markram!</b> My word. They don't have the runs but South Africa have been world class in the field. It's another short of a length ball in the corridor and this time Smith gets good connection on the pull. But it's straighter than the last shot and Markram is fielding about 20 yards in from the long-on boundary. He bursts to his right and keeps his eyes on this until the last moment. By the time he's prepared for this stunning full-stretched dive to his right, the ball is behind him. But he's got two hands safely around it to grab inches from the ground. Superb, superb stuff. Add this to the list of SA's heroics in the field already after that Bavuma catch in the warm-ups",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,AUS,2,GJ Maxwell,Glenn Maxwell,18,21,35,1,0,85.71,FALSE,FALSE,"{'wickets': 5, 'runs': 81}",15.2, b Shamsi,"<b>Shamsi takes off!</b> Maxwell's success with the reverse sweep is over for the day.  This one a switch hit, actually. This is full, pushed through at middle stump, and he's ended up outside its line at off stump. Swings furiously at it but he was playing catch up, that slid through and split the stumps. 50th T20I wicket for him",
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,AUS,2,MP Stoinis,Marcus Stoinis,24,16,30,3,0,150,FALSE,TRUE,{},,not out,,
1273724,AUS v SA,AUS,SA,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,AUS,2,MS Wade,Matthew Wade,15,10,27,2,0,150,FALSE,TRUE,{},,not out,,
1273723,NL v SL,NL,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,NL,1,SJ Myburgh,Stephan Myburgh,5,5,18,1,0,100,FALSE,FALSE,"{'wickets': 3, 'runs': 20}",2.5, b Theekshana,"<strong>oh my, the carrom ball does the trick again</strong>! It looked like a long hop and Myburgh read it as such, shaping to heave it over midwicket. Instead it races through and clatters into middle again. Netherlands are reeling!",
1273723,NL v SL,NL,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,NL,1,MP O'Dowd,Max O'Dowd,2,3,4,0,0,66.66,FALSE,FALSE,"{'wickets': 1, 'runs': 3}",0.4,run out (Shanaka),"struggled for timing as he pushed it into the offside and set off for one - <strong>direct hit and we go to the third umpire</strong>. Replays show he's well out! Sri Lanka strike, <strong>they look really up for this contest</strong>",
1273723,NL v SL,NL,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,NL,1,BN Cooper,Ben Cooper,9,8,11,2,0,112.5,FALSE,FALSE,"{'wickets': 2, 'runs': 19}",2.3, b Theekshana,<strong>cleans him up</strong>! That might have been the carrom ball; well it certainly was a wicket ball. Cooper raced down the track and watched the ball slip underneath the bat and rattle into middle stump. Sri Lanka surging!,
1273723,NL v SL,NL,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,NL,1,CN Ackermann,Colin Ackermann,11,9,11,1,1,122.22,FALSE,FALSE,"{'wickets': 4, 'runs': 31}",4.3,lbw b de Silva,"<strong>plumb - no point reviewing that, really, but he does!</strong>. Landed on middle, looked to have hit him on middle and was crashing into middle and leg. Pointless review, and they've lost it",
1273723,NL v SL,NL,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,NL,1,BFW de Leede,Bas de Leede,0,3,12,0,0,0,FALSE,FALSE,"{'wickets': 5, 'runs': 32}",4.6,lbw b de Silva,"that's gone, too! Spinning back in and clipped the pads, and the umpire raises the finger! <strong>Bas de Leede decides against reviewing, and that's half the side gone</strong>",
1273723,NL v SL,NL,SL,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,NL,1,SA Edwards,Scott Edwards,8,13,25,1,0,61.53,FALSE,FALSE,"{'wickets': 8, 'runs': 44}",9.1,lbw b Kumara,"struck on the pads again and the umpire raises the finger. <strong>If he hasn't got an edge on that, it's plumb</strong> And he hasn't, so he's not going to survive this. Yep, ball tracking confirms this, and Netherlands lose another wicket and their last review",
